Charity_Legal_Name,Charity_Website,Charity_Size,charity_ID,age
Liberty For The Nations Incorporated,www.libertypeople.com.au,Medium,39434,31
St Jude The Apostle Parish Scoresby,http://pol.org.au/scoresby,Medium,39459,52
Melbourne Christian Fellowship Inc,www.mcf.net.au,Large,39473,28
MILANG AND DISTRICT COMMUNITY ASSOCIATION INCORPORATED,www.madca.org.au,Large,39512,5
The Trustee For Community Enterprise Foundation,www.communityenterprisefoundation.com.au,Large,39590,18
B.I.G. Boldly I Go Inc.,www.boldlyigo.com.au,Small,39599,7
Our Lady of Good Counsel and All Hallows Parish Deepdene and Balwyn,https://www.cbdparish.org.au/,Medium,39614,63
God Is Good Christian Mission Inc,https://www.facebook.com/groups/godisgoodmc,Small,39619,23
Friends of the One and All Sailing Ship Incorporated,www.oneandallship.com.au,Medium,39683,39
St Kieran's Catholic Church - Moe,www.cdsale.org.au,Small,39739,73
CareWays Community Ltd.,www.careways.org.au,Large,39755,45
Youth With A Mission Toowoomba Inc.,www.ywamtoowoomba.com,Medium,39777,9
Barnabas Fund Australia,www.barnabasfund.org,Large,39795,43
Hope Worldwide (Australia) Ltd,https://www.hopeworldwide.org.au,Small,39817,29
The Trustee For VFBV Volunteer Support And Recovery Trust Fund,www.vfbv.com.au,Medium,39833,13
Nobbys Surf Life Saving Club Inc,https://www.nobbysnsw.com.au/,Small,39864,99
Parakaleo Ministries Incorporated,www.chooselifeservices.org.au,Medium,39873,23
Amaranth Foundation Limited,http://www.amaranth.org.au,Large,39878,13
New Israel Fund Australia,https://www.nif.org.au/,Large,39901,11
Mackay Regional Community Legal Centre Inc,www.mrclc.com.au,Medium,39911,19
Newcastle Care Incorporated,https://www.gencitychurch.com.au/newcastlecare,Small,39914,29
Gerbera Research Group Inc,gerberaresearch.com.au,Small,39921,36
Southern Youth & Family Services Limited,http://www.syfs.org.au/,Large,39950,35
Australia Charity Aid,www.auscharityaid.org.au,Medium,39958,17
THE KOHA SHED AUSTRALIA INC,www.tksa.com.au,Small,39966,9
Southern Presbyterian Church Hobart,www.spc.org.au,Small,39972,36
St Peter's Catholic Church,pol.org.au/epping,Medium,39989,112
Hotel Care Foundation (Vic),https://www.ahavic.com.au/get-to-know-us/who-we-support/,Small,40055,2
St Anthony's Catholic Church Glen Huntly,http://pol.org.au/glenhuntly,Small,40095,112
Trustee Of The Roman Catholic Church For The Diocese Of Bathurst As Tre Fo,www.bathurst.catholic.org.au,Large,40096,34
Wangaratta Baptist Church,www.wangarattabaptist.com.au,Small,40166,120
Foodbank of South Australia Incorporated,http://www.foodbank.org.au,Large,40206,23
Treasure Boxes Incorporated,www.treasureboxes.org.au,Small,40223,7
Cessnock Congregational Church Inc.,www.cessnockcongregationalchurch.com.au,Small,40236,100
BETHANY INTERNATIONAL CHURCH INC,https://www.instagram.com/gbiworship/?hl=en,Small,40268,17
Emergency & Long Term Accommodation Moranbah Inc,https://www.elammoranbah.com/,Medium,40293,36
Bunyip And District Community House,www.bdch.com.au,Small,40304,20
South Pine Community Church,https://www.southpinechurch.org,Medium,40320,39
St Vincent Liem Vietnamese Catholic Community Inc.,http://www.vinhsonliem.org/,Small,40336,37
Yarloop Community Resource Centre Inc,www.yarloop.crc.net.au,Small,40366,18
The Redeemed Christian Church of God Light House Incorporated,www.rccglighthouse.org.au,Small,40375,5
Sydwest Multicultural Services,www.sydwestms.org.au,Large,40381,37
Berengarra School Ltd.,http://www.berengarra.vic.edu.au,Large,40406,46
Rivercity Christian Church Hobart Inc,www.rivercitycc.com.au,Medium,40410,46
Canberra Police Community Youth Club Inc,www.pcyc.net.au,Large,40414,50
Bridges For Peace Australia Ltd,www.bridgesforpeace.com,Medium,40454,23
Tinh Thuong Foundation Limited,http://www.tinhthuong.org.au,Small,40473,18
4EK Incorporated,https://www.4ek.org.au/#/,Small,40483,3
Mutual Assistance Society Sydney Inc,http://mass.org.au,Small,40494,17
St Josephs Catholic Church South Yarra,https://parishofsouthyarra.org.au,Medium,40512,135
THE CO-OPERATIVE LIFE LIMITED,https://www.lifecoop.com.au/,Large,40544,8
Hornsby Connect Inc,www.hornsbyconnect.com.au,Small,40554,6
First Church Of Christ Scientist Redcliffe,https://www.christianscienceredcliffe.org.au,Small,40676,70
Moonee Ponds Baptist Church,www.mpbc.org.au,Small,40691,130
Uca - With Love To The World,www.withlovetotheworld.org.au,Small,40721,45
The Shed of Hope Incorporated,https://www.facebook.com/The-Shed-of-Hope-Inc-107627093910841/,Small,40727,2
TEND RIVERINA,https://tend.org.au/,Large,40737,35
CatholicCare Diocese Of Broken Bay,www.catholiccaredbb.org.au,Large,40805,34
Islamic Centre Sheikh Albani Incorporated,icsalbani.org.au,Medium,40866,8
Mercy2Theworld Inc,www.mercytotheworlds.org,Small,40884,14
Strathewen Recreation Reserve Association,www.strathewen.com.au/community-groups/recreation-reserve-2/,Small,40891,12
Financial Counsellors Association Of New South Wales Inc,www.fcan.com.au,Medium,40904,33
North West Flood Relief Fund,http://www.mountisa.qld.gov.au,Small,40905,48
Kyabram Community & Learning Centre Inc,www.kclc.com.au,Large,40913,38
Connect City Church Association Inc,http://www.connectcitychurch.org.au,Medium,40937,33
Social and Natural Project,https://socialandnatural.com/,Small,41012,2
Benwerren,benwerren.com.au,Medium,41037,41
Goldfields Community Legal Centre Inc,www.gclc.com.au,Medium,41107,23
New Life Community Care,http://www.newlifecommunitycare.org/,Medium,41152,12
Community Plus Inc,www.communityplus.net.au,Small,41153,8
The Military & Hospitaller Order Of Saint Lazarus Of Jerusalem Qld Branch Inc,https://stlazarus.org.au/,Small,41181,39
Christadelphian Meal-A-Day Asia-Pacific Limited,www.meal-a-day.asia,Small,41185,8
Hair Aid Inc.,www.hairaid.org.au,Small,41188,6
The redeemed christian church of God Faith tabernacle,www.rccgfaithtabernaclesydney.org.au,Small,41223,1
Generation Fire,http://www.generationfire.com.au,Small,41239,16
Volunteer Marine Rescue Bundaberg Incorporated,www.vmrbundaberg.com.au,Small,41242,44
I Am Someone Inc,www.iamsomeone.org.au,Small,41251,16
St Patricks Catholic Church Murrumbeena,murrumbeena@cam.org.au,Small,41301,70
The Pinjarra Church Of The Christian & Missionary Alliance Of Australia,http://www.pinjarracma.org.au/,Small,41306,45
Womens Health In The North Inc,http://www.whin.org.au,Large,41337,30
BlazeAid Incorporated,www.blazeaid.com.au,Large,41359,12
Motivational Media Ltd ,https://www.motivationalmedia.org.au/,Small,41440,7
Streethearts,http://www.streethearts.org.au,Small,41513,12
Churches Of Christ In South Australia And Northern Territory Inc Inc,https://www.churchesofchrist-sa.org.au,Medium,41551,109
Broome Lotteries House Inc,www.broomelotterieshouse.org.au,Small,41571,29
The Trustee For The Aon Charitable Foundation,www.aon.com,Medium,41595,17
St Andrews Anglican Church Lakemba,http://www.lakembaanglican.org/,Small,41621,94
Australian Unity Trustees Foundation,https://www.australianunity.com.au/pfs/trustee-home/philanthropic-service,Small,41664,4
Catholic Parish Of St Lawrence Coonabarabran,www.bathurst.catholic.org.au,Small,41668,130
The Trustee for Daarul Arqam Trust,www.daarularqam.com.au,Medium,41684,1
Boambee East Community Centre Inc,https://becc.org.au/,Medium,41690,27
Northern Volunteering Sa Inc,northernvolunteering.org.au,Medium,41704,38
Weipa Community Care Assn Inc,www.weipacommunitycare.com,Large,41717,36
The Trustee For Gateway Foundation,gatewaycommunitycare.net.au,Medium,41731,10
Royal Life Saving Society Of Australia (New South Wales Branch),http://www.royalnsw.com.au,Large,41738,128
National Children's And Youth Law Centre,https://yla.org.au,Medium,41776,29
St Agnes' Church Highett,https://www.sahighett.org.au,Small,41782,71
Joyce Meyer Ministries,https://joycemeyer.org/,Large,41786,26
Worship Ministries International Ltd,www.worshipministriesinternational.com,Small,41790,24
Life Unlimited Church Ltd,https://lifeuc.com.au/,Large,41797,22
THE COMPASSIONATE FRIENDS AUSTRALIA LIMITED,https://tcfa.org.au/,Small,41847,12
Holy Eucharist Catholic Church St Albans South,http://www.holyeuchariststalbans.org,Small,41921,50
Pivot Support Services (Incorporated),pivotsupport.com.au,Large,41935,17
Central Highlands Group Training Incorporated,www.bgt.org.au,Large,41947,36
Capricornia Catchments Inc.,www.capcatchments.org.au,Medium,41963,17
Centacare New England North West,www.centacarenenw.com.au,Large,42068,22
Catholic Parish of St Joseph Newport and Spotswood,https://www.smmspotswood.catholic.edu.au,Small,42074,86
Eyre Peninsula Disaster Fund,http://www.epcf.com.au,Small,42097,16
Aberdeen Hall Limited,www.aberdeenhall.org,Small,42103,7
The Australian Landscape Science Institute Limited,www.tals.org.au,Small,42139,3
APMHA HEALTHCARE LIMITED,http://www.apmhahealthcare.com.au,Large,42142,2
PEOPLE HELPING PEOPLE AUSTRALIA LTD,www.phpaustralia.com.au,Small,42167,1
St Theresas Catholic Church Albion,http://pol.org.au/albion,Small,42185,53
St John's Catholic Church - Kooweerup,www.cdsale.org.au,Small,42269,76
Northern Rivers Preschool Alliance Association Inc,www.northernriverspreschoolalliance.com.au,Small,42271,8
Woden Valley Alliance Church Incorporated,www.alliancechurch.com.au,Medium,42405,51
St Veronica Welfare Committee,www.stveronica.org.au,Medium,42421,23
YWCA Australia,www.ywca.org.au,Large,42466,18
Australian Suicide Prevention Foundation,http://www.aspf.org,Small,42468,17
St Patrick's Community Support Centre Limited,https://stpats.com.au,Large,42472,50
Bowen Community Council Inc,www.bowenneighbourhoodcentre.com.au,Medium,42473,36
Backpacker Medics Inc.,www.backpackermedics.org,Small,42493,5
Australia and New Zealand Chapter of the Association for Contextual Behavioral Science,http://www.anzacbs.com,Small,42526,8
Community Services Industry Alliance Limited,www.csialtd.com.au,Large,42528,8
Bankstown Womens Health Centre,www.bwhc.org.au,Large,42535,44
THE TRUSTEE FOR INTO OUR HANDS PUBLIC FUND,intoourhandsfoundation.com.au,Small,42543,10
Adelaide and Hills Koala Rescue -1300KOALAZ Inc,www.1300koalaz.com,Small,42544,2
Australian international aid,www.aiaid.org.au,Medium,42545,9
Southside Christian Fellowship Incorporated,southside.org.au,Medium,42557,48
Lak Saviya Foundation Australia Inc.,http://www.laksaviya.org.au/,Small,42563,18
Multilingual Broadcasting Council Northern Territory Inc,https://www.mcnt.org.au/,Small,42564,41
ATC Foundation,www.atcfoundation.com.au,Medium,42567,3
Umeewarra Aboriginal Media Assn Inc,https://www.umeewarramedia.com/,Medium,42587,34
St Monica's Catholic Church Footscray,http://pol.org.au/footscray,Small,42614,132
C3 - GITC Vision Builders,www.godinthecity.com.au,Small,42617,4
Revival From Down Under Incorporated,www.rfdu.com,Small,42655,20
Pay it forward,https://www.facebook.com/groups/468702809991305/,Small,42683,2
St Marys Catholic Church Dandenong,http://www.stmarysdandenong.org,Medium,42741,139
One Hope Foundation Ltd,www.houseofhopeafrica.org,Small,42766,5
Ss Peter & Paul's Catholic Church Doncaster East,http://www.sspp.org.au,Small,42799,62
COBARGO WELLNESS GROUP LTD,www.cobargowellnessgroup.org.au,Small,42819,1
Bayside Kindergarten and Childcare,http://baysidekindy.qld.edu.au,Large,42839,29
Young Seeds Foundation of Tasmania Inc,www.youngseeds.org.au,Small,42861,11
All Saints Catholic Church Fitzroy,http://www.allsaintsfitzroy.org,Small,42907,63
In Christ Chapel Australia Inc,http://www.inchristchapel.org,Small,42919,1
Tamil Christian Fellowship Melbourne Inc.,www.tcfmelbourne.org,Small,42927,3
Clothes4U Inc.,www.clothes4urosebud.org,Small,42942,9
St Michaels Catholic Church Ashburton,https://sites.google.com/view/st-michaels-parish-ashburton,Small,42958,76
C Care Inc.,www.ccare.org.au,Medium,42963,11
Women With Disabilities ACT Incorporated,http://www.wwdact.org.au,Small,42972,5
The International Nepal Fellowship (Australia) Limited,https://inf.org.au,Large,43081,60
Daystar Foundation,www.daystar.org.au,Medium,43094,21
Caboolture Community Care Inc,https://caboolturecommunitycare.org.au/,Medium,43117,36
Children's Rights International,https://www.childjustice.org/,Small,43118,16
St Carthages Catholic Church Parkville,http://www.stcarthagesparkville.org.au,Medium,43141,66
Hunter Melanoma Foundation Inc,hmf.org.au,Small,43186,34
Heathmont Inter Church Help Inc,www.hich.com.au,Small,43197,30
North Coast Radio Incorporated,http://www.2ncr.org.au,Small,43203,23
Good Shepherd Catholic Church,http://pol.org.au/gladstonepark,Small,43251,47
St Raphaels Catholic Church West Preston,http://www.straphaelswestpreston.org.au,Small,43252,77
St Gerards Catholic Church North Dandenong,https://www.stgerards.org.au/,Medium,43281,66
Elizabeth South Community Centre Inc,http://www.communitywebs.org/escc/,Small,43403,8
Suburban Church Inc,https://suburbanchurch.org,Medium,43407,35
R C Flemington Kensington Foundation,https://www.rotaryflemington.org.au/stories/rotary-club-of-flemington-kensington-foundation,Small,43410,2
Vivability Limited,https://vivability.org.au/,Large,43469,39
INTERNATIONAL HUMAN CARE AND RELIEF ORGANIZATION AUSTRALIA (IHCRO),https://ihcroaustralia.org,Large,43498,2
LIFE CHRISTIAN CHURCH ROMA LTD,www.lccr.org.au,Medium,43499,2
United Nations Association Of Australia Qld Inc,https://www.unaa.org.au/about/state-teams/queensland/,Small,43538,33
Mallacoota District Health & Support Service Inc,http://www.mallacoota.org.au,Large,43541,36
Hebron Christian Fellowship Inc.,https://hebron.org.au/,Small,43543,11
One Heart Church Inc,www.oneheartchurch.com.au,Medium,43569,13
John's Safe Haven,http://www.johnssafehaven.com.au,Small,43606,2
Uca - Ocean Grove,oceangrove.unitingchurch.org.au,Small,43610,45
My Community Legal Inc.,http://www.mycommunitylegal.org.au,Small,43617,8
Grace Bible Fellowship Inc.,gbf.org.au,Small,43618,12
Merindah Childrens Centre Inc,www.merindah.org.au,Large,43683,31
Southeast Christian Church Inc,https://www.facebook.com/PJ1953.53/,Small,43686,8
Welfare Rights Centre Ltd,https://welfarerightscentre.org.au/,Large,43710,39
INCH Housing Inc.,www.inchhousing.org.au,Large,43713,31
Guilford Young College,www.gyc.tas.edu.au,Large,43727,28
Northern Rivers Community Gateway Incorporated,http://www.nrcg.org.au,Large,43730,36
Obadiah Life Renewal Centre Incorporated,www.obadiahvillage.com.au,Medium,43731,33
Ryde Hunters Hill Symphony Orchestra,www.rhhso.org.au,Small,43751,11
Anglicare - Central Queensland Limited,www.anglicarecq.org.au,Large,43782,23
Western Research Institute Limited,www.wri.org.au,Medium,43784,23
North Victorian Buddhist Association,https://www.dahamniketanaya.org.au/,Medium,43901,28
Hobart Community Legal Service,www.hobartlegal.org.au,Large,43952,37
Micah Projects Ltd,www.micahprojects.org.au,Large,43977,27
Leichhardt Community Group Inc,www.lcginc.org.au,Medium,43990,38
St Joseph's Roman Catholic Church Wonthaggi,www.cdsale.org.au,Small,44098,111
Sewing for Charity Australia Ltd,www.sewingforcharity.com,Small,44110,6
Alleviate Ltd.,www.alleviate.org.au,Small,44113,5
THE REDEEMED CHRISTIAN CHURCH OF GOD WESTERN AUSTRALIA KINGCITY,www.kingscity.church,Small,44211,4
Blue Mountains Hawkesbury & Penrith Schools Industry Partnership Inc,https://schoolsindustry.com.au,Large,44263,17
BRIGHT FUTURES CHILD AID AND DEVELOPMENT FUND AUSTRALIA LIMITED,www.brightfutures.com.au,Medium,44268,17
STRATHEWEN PUBLIC HALL INC,www.strathewenhall.com,Small,44367,23
Innovative Disability Employment And Liaison Placements Assn Inc,www.idealplacements.com.au,Large,44399,27
MAHAMEVNAWA BUDDHIST MONASTERY OF MELBOURNE,www.mahamevnawa.org.au,Medium,44484,11
Ravenshoe Community Centre Inc - Rural & Remote Home Care Services,www.ravenshoecommunitycentre.org.au,Small,44487,33
Uniting Church In Australia Frontier Services,www.frontierservices.org,Large,44517,110
Rural Outreach Counselling Incorporated,www.ruraloutreachcounselling.com.au,Small,44520,4
GFA World Inc,www.gfaau.org,Large,44523,17
Pregnancy & Family Support Assoc Gold Coast Inc,www.pregnancyfamilysupport.org,Medium,44528,40
Highfields Church of Christ,www.highfieldschurch.org,Small,44531,21
Korean Lifeline,http://koreanlifeline.org,Small,44534,18
Drug and Alcohol Health Services Incorporated,http://drugandalcoholhealthservices.com.au/our-locations/upper-hunter/,Medium,44549,33
Hunter Hampers Incorporated,https://www.facebook.com/groups/1729092947209000/?ref=share,Small,44555,2
St Ignatius Catholic Church Richmond,https://www.ignatius.org.au,Medium,44571,155
Companions for Life Pet Rescue,http://www.companionsforlife.com.au,Small,44582,12
Lakes Entrance Neighbourhood House Inc,www.lakesnhouse.org,Small,44638,21
Dunga Derby Fraser Coast Inc.,www.rallyforacause.org.au,Small,44642,7
Neighbourhood Centre In Greenhills Inc,www.ghnh.org.au,Medium,44664,38
St Christopher's Catholic Church Syndal,http://www.cam.org.au/syndal,Medium,44676,61
Volunteer Marine Rescue Burdekin Inc.,https://www.facebook.com/pages/category/Community/Volunteer-Marine-Rescue-Burdekin-463856700418111/,Small,44702,51
YMCA Camping Limited,https://victoria.ymca.org.au/programs-and-services/camps,Large,44724,6
The Young Boxing Woman Inc,https://www.theyoungboxingwomanproject.com,Small,44728,5
YOURPLACE HOUSING LTD,www.yourplacehousing.com.au,Large,44777,2
